Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia
ec9102ee-3288-4101-af76-62a48ac4c60a,Trial 1,3c9bbf15-e24e-4cb3-95c5-06820fcfb0f3,Paige

sleepSummaryId,timezoneOffsetInMs,unixTimestampInMs,isoDate,breathsPerMinute
x388f9be-66ea45a6-4bf0,-14400000,1726629300000,2024-09-17T23:15:00.000-04:00,11.89
x388f9be-66ea45a6-4bf0,-14400000,1726629360000,2024-09-17T23:16:00.000-04:00,12.64
x388f9be-66ea45a6-4bf0,-14400000,1726629420000,2024-09-17T23:17:00.000-04:00,12.23
x388f9be-66ea45a6-4bf0,-14400000,1726629480000,2024-09-17T23:18:00.000-04:00,11.59
x388f9be-66ea45a6-4bf0,-14400000,1726629540000,2024-09-17T23:19:00.000-04:00,10.85
x388f9be-66ea45a6-4bf0,-14400000,1726629600000,2024-09-17T23:20:00.000-04:00,10.15
x388f9be-66ea45a6-4bf0,-14400000,1726629660000,2024-09-17T23:21:00.000-04:00,10.39
x388f9be-66ea45a6-4bf0,-14400000,1726629720000,2024-09-17T23:22:00.000-04:00,11.01
x388f9be-66ea45a6-4bf0,-14400000,1726629780000,2024-09-17T23:23:00.000-04:00,10.86
x388f9be-66ea45a6-4bf0,-14400000,1726629840000,2024-09-17T23:24:00.000-04:00,11.79
x388f9be-66ea45a6-4bf0,-14400000,1726629900000,2024-09-17T23:25:00.000-04:00,11.99
x388f9be-66ea45a6-4bf0,-14400000,1726629960000,2024-09-17T23:26:00.000-04:00,11.19
x388f9be-66ea45a6-4bf0,-14400000,1726630020000,2024-09-17T23:27:00.000-04:00,11.18
x388f9be-66ea45a6-4bf0,-14400000,1726630080000,2024-09-17T23:28:00.000-04:00,11.4
x388f9be-66ea45a6-4bf0,-14400000,1726630140000,2024-09-17T23:29:00.000-04:00,11.31
x388f9be-66ea45a6-4bf0,-14400000,1726630200000,2024-09-17T23:30:00.000-04:00,11
x388f9be-66ea45a6-4bf0,-14400000,1726630260000,2024-09-17T23:31:00.000-04:00,9.89
x388f9be-66ea45a6-4bf0,-14400000,1726630320000,2024-09-17T23:32:00.000-04:00,10.17
x388f9be-66ea45a6-4bf0,-14400000,1726630380000,2024-09-17T23:33:00.000-04:00,10.12
x388f9be-66ea45a6-4bf0,-14400000,1726630440000,2024-09-17T23:34:00.000-04:00,10.44
x388f9be-66ea45a6-4bf0,-14400000,1726630500000,2024-09-17T23:35:00.000-04:00,10.21
x388f9be-66ea45a6-4bf0,-14400000,1726630560000,2024-09-17T23:36:00.000-04:00,11.15
x388f9be-66ea45a6-4bf0,-14400000,1726630620000,2024-09-17T23:37:00.000-04:00,11.2
x388f9be-66ea45a6-4bf0,-14400000,1726630680000,2024-09-17T23:38:00.000-04:00,11.13
x388f9be-66ea45a6-4bf0,-14400000,1726630740000,2024-09-17T23:39:00.000-04:00,9.87
x388f9be-66ea45a6-4bf0,-14400000,1726630800000,2024-09-17T23:40:00.000-04:00,9.85
x388f9be-66ea45a6-4bf0,-14400000,1726630860000,2024-09-17T23:41:00.000-04:00,10.22
x388f9be-66ea45a6-4bf0,-14400000,1726630920000,2024-09-17T23:42:00.000-04:00,10.13
x388f9be-66ea45a6-4bf0,-14400000,1726630980000,2024-09-17T23:43:00.000-04:00,10.12
x388f9be-66ea45a6-4bf0,-14400000,1726631040000,2024-09-17T23:44:00.000-04:00,10.58
