Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia
ec9102ee-3288-4101-af76-62a48ac4c60a,Trial 1,3c9bbf15-e24e-4cb3-95c5-06820fcfb0f3,Paige

timezoneOffsetInMs,unixTimestampInMs,isoDate,stressLevel,bodyBattery
-14400000,1726545600000,2024-09-17T00:00:00.000-04:00,-1,
-14400000,1726545780000,2024-09-17T00:03:00.000-04:00,-1,
-14400000,1726545960000,2024-09-17T00:06:00.000-04:00,-1,
-14400000,1726546140000,2024-09-17T00:09:00.000-04:00,-1,
-14400000,1726546320000,2024-09-17T00:12:00.000-04:00,-1,
-14400000,1726546500000,2024-09-17T00:15:00.000-04:00,-1,
-14400000,1726546680000,2024-09-17T00:18:00.000-04:00,-1,
-14400000,1726546860000,2024-09-17T00:21:00.000-04:00,-1,
-14400000,1726547040000,2024-09-17T00:24:00.000-04:00,-1,
-14400000,1726547220000,2024-09-17T00:27:00.000-04:00,-1,
-14400000,1726547400000,2024-09-17T00:30:00.000-04:00,-1,
-14400000,1726547580000,2024-09-17T00:33:00.000-04:00,-1,
-14400000,1726547760000,2024-09-17T00:36:00.000-04:00,-1,
-14400000,1726547940000,2024-09-17T00:39:00.000-04:00,-1,
-14400000,1726548120000,2024-09-17T00:42:00.000-04:00,-1,
-14400000,1726548300000,2024-09-17T00:45:00.000-04:00,-1,36
-14400000,1726548480000,2024-09-17T00:48:00.000-04:00,-2,36
-14400000,1726548660000,2024-09-17T00:51:00.000-04:00,-2,36
-14400000,1726548840000,2024-09-17T00:54:00.000-04:00,-1,36
-14400000,1726549020000,2024-09-17T00:57:00.000-04:00,21,36
-14400000,1726549200000,2024-09-17T01:00:00.000-04:00,20,36
-14400000,1726549380000,2024-09-17T01:03:00.000-04:00,18,36
-14400000,1726549560000,2024-09-17T01:06:00.000-04:00,18,36
-14400000,1726549740000,2024-09-17T01:09:00.000-04:00,18,36
-14400000,1726549920000,2024-09-17T01:12:00.000-04:00,18,36
-14400000,1726550100000,2024-09-17T01:15:00.000-04:00,17,36
-14400000,1726550280000,2024-09-17T01:18:00.000-04:00,18,36
-14400000,1726550460000,2024-09-17T01:21:00.000-04:00,18,37
-14400000,1726550640000,2024-09-17T01:24:00.000-04:00,17,37
-14400000,1726550820000,2024-09-17T01:27:00.000-04:00,18,37
-14400000,1726551000000,2024-09-17T01:30:00.000-04:00,20,37
-14400000,1726551180000,2024-09-17T01:33:00.000-04:00,19,37
-14400000,1726551360000,2024-09-17T01:36:00.000-04:00,17,38
-14400000,1726551540000,2024-09-17T01:39:00.000-04:00,18,38
-14400000,1726551720000,2024-09-17T01:42:00.000-04:00,20,38
-14400000,1726551900000,2024-09-17T01:45:00.000-04:00,17,38
-14400000,1726552080000,2024-09-17T01:48:00.000-04:00,21,39
-14400000,1726552260000,2024-09-17T01:51:00.000-04:00,19,39
-14400000,1726552440000,2024-09-17T01:54:00.000-04:00,17,39
-14400000,1726552620000,2024-09-17T01:57:00.000-04:00,16,39
-14400000,1726552800000,2024-09-17T02:00:00.000-04:00,15,40
-14400000,1726552980000,2024-09-17T02:03:00.000-04:00,16,41
-14400000,1726553160000,2024-09-17T02:06:00.000-04:00,16,41
-14400000,1726553340000,2024-09-17T02:09:00.000-04:00,13,41
-14400000,1726553520000,2024-09-17T02:12:00.000-04:00,14,42
