Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia
ec9102ee-3288-4101-af76-62a48ac4c60a,Trial 1,3c9bbf15-e24e-4cb3-95c5-06820fcfb0f3,Paige

timezoneOffsetInMs,unixTimestampInMs,isoDate,stressLevel,bodyBattery
-14400000,1726286400000,2024-09-14T00:00:00.000-04:00,-1,
-14400000,1726286580000,2024-09-14T00:03:00.000-04:00,-1,
-14400000,1726286760000,2024-09-14T00:06:00.000-04:00,-1,
-14400000,1726286940000,2024-09-14T00:09:00.000-04:00,-1,
-14400000,1726287120000,2024-09-14T00:12:00.000-04:00,-1,
-14400000,1726287300000,2024-09-14T00:15:00.000-04:00,-1,
-14400000,1726287480000,2024-09-14T00:18:00.000-04:00,-1,
-14400000,1726287660000,2024-09-14T00:21:00.000-04:00,-1,
-14400000,1726287840000,2024-09-14T00:24:00.000-04:00,-1,
-14400000,1726288020000,2024-09-14T00:27:00.000-04:00,-1,
-14400000,1726288200000,2024-09-14T00:30:00.000-04:00,-1,
-14400000,1726288380000,2024-09-14T00:33:00.000-04:00,-1,
-14400000,1726288560000,2024-09-14T00:36:00.000-04:00,-1,
-14400000,1726288740000,2024-09-14T00:39:00.000-04:00,-1,31
-14400000,1726288920000,2024-09-14T00:42:00.000-04:00,-1,31
-14400000,1726289100000,2024-09-14T00:45:00.000-04:00,-1,31
-14400000,1726289280000,2024-09-14T00:48:00.000-04:00,32,30
-14400000,1726289460000,2024-09-14T00:51:00.000-04:00,26,30
-14400000,1726289640000,2024-09-14T00:54:00.000-04:00,27,30
-14400000,1726289820000,2024-09-14T00:57:00.000-04:00,28,30
-14400000,1726290000000,2024-09-14T01:00:00.000-04:00,28,30
-14400000,1726290180000,2024-09-14T01:03:00.000-04:00,26,30
-14400000,1726290360000,2024-09-14T01:06:00.000-04:00,28,30
-14400000,1726290540000,2024-09-14T01:09:00.000-04:00,23,30
-14400000,1726290720000,2024-09-14T01:12:00.000-04:00,24,30
-14400000,1726290900000,2024-09-14T01:15:00.000-04:00,20,30
-14400000,1726291080000,2024-09-14T01:18:00.000-04:00,20,30
-14400000,1726291260000,2024-09-14T01:21:00.000-04:00,18,30
-14400000,1726291440000,2024-09-14T01:24:00.000-04:00,17,30
-14400000,1726291620000,2024-09-14T01:27:00.000-04:00,14,31
-14400000,1726291800000,2024-09-14T01:30:00.000-04:00,14,32
-14400000,1726291980000,2024-09-14T01:33:00.000-04:00,14,32
-14400000,1726292160000,2024-09-14T01:36:00.000-04:00,14,33
-14400000,1726292340000,2024-09-14T01:39:00.000-04:00,12,33
-14400000,1726292520000,2024-09-14T01:42:00.000-04:00,13,34
-14400000,1726292700000,2024-09-14T01:45:00.000-04:00,13,34
-14400000,1726292880000,2024-09-14T01:48:00.000-04:00,12,35
-14400000,1726293060000,2024-09-14T01:51:00.000-04:00,12,35
-14400000,1726293240000,2024-09-14T01:54:00.000-04:00,14,36
-14400000,1726293420000,2024-09-14T01:57:00.000-04:00,14,36
-14400000,1726293600000,2024-09-14T02:00:00.000-04:00,22,36
-14400000,1726293780000,2024-09-14T02:03:00.000-04:00,13,37
-14400000,1726293960000,2024-09-14T02:06:00.000-04:00,10,37
-14400000,1726294140000,2024-09-14T02:09:00.000-04:00,13,38
-14400000,1726294320000,2024-09-14T02:12:00.000-04:00,12,38
-14400000,1726294500000,2024-09-14T02:15:00.000-04:00,11,39
-14400000,1726294680000,2024-09-14T02:18:00.000-04:00,16,40
-14400000,1726294860000,2024-09-14T02:21:00.000-04:00,12,40
-14400000,1726295040000,2024-09-14T02:24:00.000-04:00,10,41
-14400000,1726295220000,2024-09-14T02:27:00.000-04:00,10,41
-14400000,1726295400000,2024-09-14T02:30:00.000-04:00,11,42
-14400000,1726295580000,2024-09-14T02:33:00.000-04:00,14,43
-14400000,1726295760000,2024-09-14T02:36:00.000-04:00,15,43
-14400000,1726295940000,2024-09-14T02:39:00.000-04:00,9,44
-14400000,1726296120000,2024-09-14T02:42:00.000-04:00,8,45
-14400000,1726296300000,2024-09-14T02:45:00.000-04:00,9,45
-14400000,1726296480000,2024-09-14T02:48:00.000-04:00,12,46
-14400000,1726296660000,2024-09-14T02:51:00.000-04:00,24,47
-14400000,1726296840000,2024-09-14T02:54:00.000-04:00,23,47
-14400000,1726297020000,2024-09-14T02:57:00.000-04:00,18,48
-14400000,1726297200000,2024-09-14T03:00:00.000-04:00,12,48
-14400000,1726297380000,2024-09-14T03:03:00.000-04:00,13,49
-14400000,1726297560000,2024-09-14T03:06:00.000-04:00,13,49
-14400000,1726297740000,2024-09-14T03:09:00.000-04:00,16,50
-14400000,1726297920000,2024-09-14T03:12:00.000-04:00,19,51
-14400000,1726298100000,2024-09-14T03:15:00.000-04:00,18,51
-14400000,1726298280000,2024-09-14T03:18:00.000-04:00,15,52
-14400000,1726298460000,2024-09-14T03:21:00.000-04:00,16,52
-14400000,1726298640000,2024-09-14T03:24:00.000-04:00,15,52
-14400000,1726298820000,2024-09-14T03:27:00.000-04:00,14,53
-14400000,1726299000000,2024-09-14T03:30:00.000-04:00,12,54
-14400000,1726299180000,2024-09-14T03:33:00.000-04:00,12,55
-14400000,1726299360000,2024-09-14T03:36:00.000-04:00,13,56
-14400000,1726299540000,2024-09-14T03:39:00.000-04:00,13,56
-14400000,1726299720000,2024-09-14T03:42:00.000-04:00,10,57
